artifact_id,family,latent_level_original,canonical_z,j_star,nontrivial,truth_curve,pair_complete,immediate_rows,rts_rows,immediate_fsr,immediate_tr,immediate_separation_gap,immediate_gap_class,immediate_min_passing_margin,immediate_max_failing_margin,immediate_argmin_passing_strictness,immediate_argmax_failing_strictness,immediate_correct_points,immediate_accuracy,immediate_direct_all_nine_correct,immediate_predicted_first_fail,immediate_tce,immediate_cut_enumeration_fsr,immediate_cut_enumeration_tr,immediate_cut_states_enumerated,immediate_cut_witness_state_index,rts_fsr,rts_tr,rts_separation_gap,rts_gap_class,rts_min_passing_margin,rts_max_failing_margin,rts_argmin_passing_strictness,rts_argmax_failing_strictness,rts_correct_points,rts_accuracy,rts_direct_all_nine_correct,rts_predicted_first_fail,rts_tce,rts_cut_enumeration_fsr,rts_cut_enumeration_tr,rts_cut_states_enumerated,rts_cut_witness_state_index,fsr_change,transition
D3T-B-L4-I11,max_violation,4,4,5,1,111110000,True,9,9,0,0,-0.5,strict_inversion,-12,-11.5,[0],[5],4,0.44444444444444442,0,0,5,0,0,10,,1,1,40.187500131316483,recoverable,19.437499319203198,-20.750000812113285,[2],[7],9,1,1,5,0,1,1,10,4,1,gained_recoverability
D3T-B-L5-I00,max_violation,5,3,4,1,111100000,True,9,9,0,0,-0.625,strict_inversion,-26.375,-25.75,"[0, 3]",[4],5,0.55555555555555558,0,0,4,0,0,9,,1,1,40.999998738989234,recoverable,19.999999199993908,-20.999999538995326,[3],[4],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-B-L5-I01,max_violation,5,3,4,1,111100000,True,9,9,0,0,-5.625,strict_inversion,-25.5,-19.875,[0],[4],5,0.55555555555555558,0,0,4,0,0,9,,1,1,41.875000055879354,recoverable,20.62499912083149,-21.250000935047865,[3],[5],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-B-L5-I02,max_violation,5,3,4,1,111100000,True,9,9,0,0,-4.25,strict_inversion,-26,-21.75,[0],[4],5,0.55555555555555558,0,0,4,0,0,9,,1,1,40.499999676132575,recoverable,18.999999156920239,-21.500000519212335,[3],[8],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-B-L5-I03,max_violation,5,3,4,1,111100000,True,9,9,0,0,-14.875,strict_inversion,-27.375,-12.5,[0],[4],5,0.55555555555555558,0,0,4,0,0,10,,1,1,40.062499484512955,recoverable,19.374999395571649,-20.687500088941306,[0],[5],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-B-L5-I04,max_violation,5,3,4,1,111100000,True,9,9,0,0,-5,strict_inversion,-23.125,-18.125,[0],[4],5,0.55555555555555558,0,0,4,0,0,10,,1,1,40.500000170432031,recoverable,19.375000498257577,-21.124999672174454,[1],[6],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-B-L5-I05,max_violation,5,3,4,1,111100000,True,9,9,0,0,-9.25,strict_inversion,-25.125,-15.875,[0],[4],5,0.55555555555555558,0,0,4,0,0,10,,1,1,39.124999665189534,recoverable,18.874999664723873,-20.250000000465661,[1],[5],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-B-L5-I06,max_violation,5,3,4,1,111100000,True,9,9,0,0,-16,strict_inversion,-25.75,-9.75,[0],[4],5,0.55555555555555558,0,0,4,0,0,10,,1,1,41.499999715946615,recoverable,19.874999244697392,-21.625000471249223,[3],[7],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-B-L5-I07,max_violation,5,3,4,1,111100000,True,9,9,0,0,-3.375,strict_inversion,-23.375,-20,[0],[4],5,0.55555555555555558,0,0,4,0,0,10,,1,1,41.187499965541065,recoverable,19.374999271705747,-21.812500693835318,[0],[5],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-B-L5-I08,max_violation,5,3,4,1,111100000,True,9,9,0,0,-14.125,strict_inversion,-26.375,-12.25,[0],[4],5,0.55555555555555558,0,0,4,0,0,10,,1,1,41.624999328749254,recoverable,20.124999568564817,-21.499999760184437,[1],[4],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-B-L5-I09,max_violation,5,3,4,1,111100000,True,9,9,0,0,-2.625,strict_inversion,-23.875,-21.25,[0],[4],5,0.55555555555555558,0,0,4,0,0,10,,1,1,40.312499931082129,recoverable,18.750000348314643,-21.562499582767487,[3],[8],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-B-L5-I10,max_violation,5,3,4,1,111100000,True,9,9,0,0,-3,strict_inversion,-24.375,-21.375,[0],[4],5,0.55555555555555558,0,0,4,0,0,10,,1,1,40.687500962987542,recoverable,19.687500538304448,-21.000000424683094,[2],[4],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-B-L5-I11,max_violation,5,3,4,1,111100000,True,9,9,0,0,-8.875,strict_inversion,-24.375,-15.5,[0],[4],5,0.55555555555555558,0,0,4,0,0,9,,1,1,41.437499861232936,recoverable,20.499999298714101,-20.937500562518835,[3],[8],9,1,1,4,0,1,1,10,5,1,gained_recoverability
D3T-B-L6-I00,max_violation,6,2,3,1,111000000,True,9,9,0,0,-9.125,strict_inversion,-26.75,-17.625,[0],[4],6,0.66666666666666663,0,0,3,0,0,9,,0,0,-0.74999953305814415,strict_inversion,19.250000583473593,20.000000116531737,[1],[3],8,0.88888888888888884,0,4,1,0,0,10,,0,neither_recoverable
D3T-B-L6-I01,max_violation,6,2,3,1,111000000,True,9,9,0,0,-9,strict_inversion,-26.75,-17.75,[0],[4],6,0.66666666666666663,0,0,3,0,0,10,,1,1,40.37500053551048,recoverable,19.000000293366611,-21.375000242143869,[1],[8],9,1,1,3,0,1,1,10,6,1,gained_recoverability
D3T-B-L6-I02,max_violation,6,2,3,1,111000000,True,9,9,0,0,-6,strict_inversion,-24.25,-18.25,[1],[4],6,0.66666666666666663,0,0,3,0,0,10,,1,1,40.687500027241185,recoverable,19.750000561820343,-20.937499465420842,[2],[3],9,1,1,3,0,1,1,10,6,1,gained_recoverability
D3T-B-L6-I03,max_violation,6,2,3,1,111000000,True,9,9,0,0,-9,strict_inversion,-21.5,-12.5,[0],[3],6,0.66666666666666663,0,0,3,0,0,10,,1,1,41.437499415129423,recoverable,19.875000080093741,-21.562499335035682,[2],[6],9,1,1,3,0,1,1,10,6,1,gained_recoverability
D3T-B-L6-I04,max_violation,6,2,3,1,111000000,True,9,9,0,0,-10.5,strict_inversion,-25,-14.5,[0],[3],6,0.66666666666666663,0,0,3,0,0,10,,1,1,40.875000542029738,recoverable,19.999999667517841,-20.875000874511898,[0],[7],9,1,1,3,0,1,1,10,6,1,gained_recoverability
D3T-B-L6-I05,max_violation,6,2,3,1,111000000,True,9,9,0,0,-4.25,strict_inversion,-26.125,-21.875,[0],[3],6,0.66666666666666663,0,0,3,0,0,10,,1,1,39.187500181607902,recoverable,18.12500060396269,-21.062499577645212,[0],[7],9,1,1,3,0,1,1,10,6,1,gained_recoverability
D3T-B-L6-I06,max_violation,6,2,3,1,111000000,True,9,9,0,0,-5.625,strict_inversion,-28,-22.375,[0],[4],6,0.66666666666666663,0,0,3,0,0,10,,1,1,40.937501280102879,recoverable,19.250000856816769,-21.68750042328611,[0],[4],9,1,1,3,0,1,1,10,6,1,gained_recoverability
D3T-B-L6-I07,max_violation,6,2,3,1,111000000,True,9,9,0,0,-6,strict_inversion,-26,-20,[0],[3],6,0.66666666666666663,0,0,3,0,0,10,,1,1,40.249999625608325,recoverable,19.250000175088644,-20.999999450519681,[2],[4],9,1,1,3,0,1,1,10,6,1,gained_recoverability
D3T-B-L6-I08,max_violation,6,2,3,1,111000000,True,9,9,0,0,-8.25,strict_inversion,-28.875,-20.625,[0],[4],6,0.66666666666666663,0,0,3,0,0,10,,1,1,40.187499223742634,recoverable,18.87500011222437,-21.312499111518264,[0],[8],9,1,1,3,0,1,1,10,6,1,gained_recoverability
D3T-B-L6-I09,max_violation,6,2,3,1,111000000,True,9,9,0,0,-2.25,strict_inversion,-27.625,-25.375,[0],"[3, 4]",6,0.66666666666666663,0,0,3,0,0,8,,1,1,40.437498772982508,recoverable,19.124999372754246,-21.312499400228262,[0],[5],9,1,1,3,0,1,1,10,6,1,gained_recoverability
D3T-B-L6-I10,max_violation,6,2,3,1,111000000,True,9,9,0,0,-6.75,strict_inversion,-28,-21.25,[0],[4],6,0.66666666666666663,0,0,3,0,0,10,,1,1,40.562500357627869,recoverable,19.375000108033419,-21.18750024959445,[1],[7],9,1,1,3,0,1,1,10,6,1,gained_recoverability
D3T-B-L6-I11,max_violation,6,2,3,1,111000000,True,9,9,0,0,-5.625,strict_inversion,-25.875,-20.25,[0],[3],6,0.66666666666666663,0,0,3,0,0,10,,0,0,-0.81250144727528095,strict_inversion,19.499999203253537,20.312500650528818,[1],[3],8,0.88888888888888884,0,4,1,0,0,10,,0,neither_recoverable
D3T-B-L7-I00,max_violation,7,1,2,1,110000000,True,9,9,0,0,-4.5,strict_inversion,-23.875,-19.375,[0],[2],7,0.77777777777777779,0,0,2,0,0,10,,0,0,-0.68749930628109723,strict_inversion,19.499999858438969,20.187499164720066,[0],[2],8,0.88888888888888884,0,3,1,0,0,10,,0,neither_recoverable
D3T-B-L7-I01,max_violation,7,1,2,1,110000000,True,9,9,0,0,-7.75,strict_inversion,-24,-16.25,[0],[3],7,0.77777777777777779,0,0,2,0,0,10,,1,1,41.125000487547368,recoverable,19.875000570435077,-21.249999917112291,[0],[3],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-B-L7-I02,max_violation,7,1,2,1,110000000,True,9,9,0,0,-12.25,strict_inversion,-19.75,-7.5,[0],[2],7,0.77777777777777779,0,0,2,0,0,10,,1,1,41.687500976957381,recoverable,19.625000894069672,-22.062500082887709,[0],[7],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-B-L7-I03,max_violation,7,1,2,1,110000000,True,9,9,0,0,-3.5,strict_inversion,-22.5,-19,[0],[4],7,0.77777777777777779,0,0,2,0,0,9,,1,1,41.812500262632966,recoverable,20.62500046286732,-21.187499799765646,[0],[4],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-B-L7-I04,max_violation,7,1,2,1,110000000,True,9,9,0,0,-4.875,strict_inversion,-27.5,-22.625,[0],[4],7,0.77777777777777779,0,0,2,0,0,10,,1,1,39.499998291954398,recoverable,17.874999091029167,-21.624999200925231,[1],[2],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-B-L7-I05,max_violation,7,1,2,1,110000000,True,9,9,0,0,-7.125,strict_inversion,-24.75,-17.625,[0],[2],7,0.77777777777777779,0,0,2,0,0,10,,1,1,41.124999980442226,recoverable,20.125000527594239,-20.999999452847987,[0],[6],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-B-L7-I06,max_violation,7,1,2,1,110000000,True,9,9,0,0,-8.25,strict_inversion,-27,-18.75,[0],[2],7,0.77777777777777779,0,0,2,0,0,10,,1,1,41.87499940302223,recoverable,20.312500034458935,-21.562499368563294,[1],[7],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-B-L7-I07,max_violation,7,1,2,1,110000000,True,9,9,0,0,-9.625,strict_inversion,-26.75,-17.125,[0],[2],7,0.77777777777777779,0,0,2,0,0,10,,1,1,40.250000525265932,recoverable,19.374999897554517,-20.875000627711415,[1],[4],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-B-L7-I08,max_violation,7,1,2,1,110000000,True,9,9,0,0,-15.5,strict_inversion,-26.75,-11.25,[0],[4],7,0.77777777777777779,0,0,2,0,0,10,,1,1,41.562499400228262,recoverable,20.125000179745257,-21.437499220483005,[0],[5],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-B-L7-I09,max_violation,7,1,2,1,110000000,True,9,9,0,0,-14.125,strict_inversion,-25.375,-11.25,[0],[4],7,0.77777777777777779,0,0,2,0,0,10,,1,1,41.187499367631972,recoverable,19.812500015366822,-21.374999352265149,[0],[4],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-B-L7-I10,max_violation,7,1,2,1,110000000,True,9,9,0,0,-2.5,strict_inversion,-25.375,-22.875,[0],[2],7,0.77777777777777779,0,0,2,0,0,9,,1,1,40.937499302905053,recoverable,19.624999889638275,-21.312499413266778,[1],[6],9,1,1,2,0,1,1,10,7,1,gained_recoverability
D3T-B-L7-I11,max_violation,7,1,2,1,110000000,True,9,9,0,0,-8.5,strict_inversion,-20.25,-11.75,[0],[2],7,0.77777777777777779,0,0,2,0,0,10,,0,0,-0.37500069360248744,strict_inversion,19.499999844003469,19.875000537605956,[0],[2],8,0.88888888888888884,0,3,1,0,0,10,,0,neither_recoverable
D3T-B-L8-I00,max_violation,8,0,1,1,100000000,True,9,9,0,0,-4.375,strict_inversion,-28.375,-24,[0],[4],8,0.88888888888888884,0,0,1,0,0,10,,1,1,41.499998920364305,recoverable,19.499999731779099,-21.999999188585207,[0],[1],9,1,1,1,0,1,1,10,8,1,gained_recoverability
D3T-B-L8-I01,max_violation,8,0,1,1,100000000,True,9,9,0,0,-5.625,strict_inversion,-22.75,-17.125,[0],[2],8,0.88888888888888884,0,0,1,0,0,10,,1,1,40.874999112915248,recoverable,19.749999528052285,-21.124999584862962,[0],[2],9,1,1,1,0,1,1,10,8,1,gained_recoverability
D3T-B-L8-I02,max_violation,8,0,1,1,100000000,True,9,9,0,0,-10.875,strict_inversion,-24.625,-13.75,[0],"[1, 2]",8,0.88888888888888884,0,0,1,0,0,9,,1,1,39.750000166706741,recoverable,18.37500091874972,-21.374999247957021,[0],[1],9,1,1,1,0,1,1,10,8,1,gained_recoverability
D3T-B-L8-I03,max_violation,8,0,1,1,100000000,True,9,9,0,0,-4.75,strict_inversion,-26.75,-22,[0],[4],8,0.88888888888888884,0,0,1,0,0,10,,1,1,40.562500498956069,recoverable,19.250000929227099,-21.312499569728971,[0],[5],9,1,1,1,0,1,1,10,8,1,gained_recoverability
D3T-B-L8-I04,max_violation,8,0,1,1,100000000,True,9,9,0,0,-6.625,strict_inversion,-27.625,-21,[0],[4],8,0.88888888888888884,0,0,1,0,0,10,,1,1,40.000000268220901,recoverable,19.000000800006092,-20.99999946821481,[0],[7],9,1,1,1,0,1,1,10,8,1,gained_recoverability
D3T-B-L8-I05,max_violation,8,0,1,1,100000000,True,9,9,0,0,-9.875,strict_inversion,-26.125,-16.25,[0],"[1, 2]",8,0.88888888888888884,0,0,1,0,0,9,,1,1,0.12499985098838806,recoverable,19.37499959114939,19.249999740161002,[0],[1],8,0.88888888888888884,0,2,1,1,1,10,8,1,gained_recoverability
D3T-B-L8-I06,max_violation,8,0,1,1,100000000,True,9,9,0,0,-4.875,strict_inversion,-24.75,-19.875,[0],[4],8,0.88888888888888884,0,0,1,0,0,10,,1,1,39.125000193715096,recoverable,18.249999749008566,-20.875000444706529,[0],[4],9,1,1,1,0,1,1,10,8,1,gained_recoverability
D3T-B-L8-I07,max_violation,8,0,1,1,100000000,True,9,9,0,0,-1.625,strict_inversion,-24,-22.375,[0],[4],8,0.88888888888888884,0,0,1,0,0,9,,1,1,40.312500335276127,recoverable,19.500000406056643,-20.812499929219484,[0],[5],9,1,1,1,0,1,1,10,8,1,gained_recoverability
D3T-B-L8-I08,max_violation,8,0,1,1,100000000,True,9,9,0,0,-1.5,strict_inversion,-25.375,-23.875,[0],[3],8,0.88888888888888884,0,0,1,0,0,10,,1,1,40.187500880565494,recoverable,18.750000277068466,-21.437500603497028,[0],[7],9,1,1,1,0,1,1,10,8,1,gained_recoverability
D3T-B-L8-I09,max_violation,8,0,1,1,100000000,True,9,9,0,0,-8.375,strict_inversion,-21,-12.625,[0],[3],8,0.88888888888888884,0,0,1,0,0,10,,1,1,1.0624997050035745,recoverable,19.187500419095159,18.125000714091584,[0],[1],8,0.88888888888888884,0,2,1,1,1,10,8,1,gained_recoverability
D3T-B-L8-I10,max_violation,8,0,1,1,100000000,True,9,9,0,0,-4.875,strict_inversion,-28.25,-23.375,[0],[4],8,0.88888888888888884,0,0,1,0,0,9,,1,1,38.750000657513738,recoverable,18.749999793246388,-20.000000864267349,[0],[3],9,1,1,1,0,1,1,10,8,1,gained_recoverability
D3T-B-L8-I11,max_violation,8,0,1,1,100000000,True,9,9,0,0,-5.5,strict_inversion,-29,-23.5,[0],[4],8,0.88888888888888884,0,0,1,0,0,10,,1,1,40.8749992873054,recoverable,19.249999742722139,-21.624999544583261,[0],[7],9,1,1,1,0,1,1,10,8,1,gained_recoverability
D3T-C-L0-I00,numeric_tolerance,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,33,,"[6, 7]",[],9,1,1,9,0,1,1,6,0,1,1,,constant_oracle_recoverable,22.06249912083149,,[4],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-C-L0-I01,numeric_tolerance,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,33.375,,"[3, 4]",[],9,1,1,9,0,1,1,8,0,1,1,,constant_oracle_recoverable,22.187500482425094,,[4],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-C-L0-I02,numeric_tolerance,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,31.5,,[5],[],9,1,1,9,0,1,1,7,0,1,1,,constant_oracle_recoverable,22.374999180436134,,[4],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-C-L0-I03,numeric_tolerance,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,32.25,,[3],[],9,1,1,9,0,1,1,7,0,1,1,,constant_oracle_recoverable,22.124999310821295,,[4],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-C-L0-I04,numeric_tolerance,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,32.75,,"[3, 4]",[],9,1,1,9,0,1,1,7,0,1,1,,constant_oracle_recoverable,22.437499228864908,,[7],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-C-L0-I05,numeric_tolerance,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,32.75,,[3],[],9,1,1,9,0,1,1,9,0,1,1,,constant_oracle_recoverable,22.562499129213393,,[6],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-C-L0-I06,numeric_tolerance,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,32.625,,[7],[],9,1,1,9,0,1,1,8,0,1,1,,constant_oracle_recoverable,21.87499925494194,,[4],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-C-L0-I07,numeric_tolerance,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,32.625,,"[2, 3]",[],9,1,1,9,0,1,1,6,0,1,1,,constant_oracle_recoverable,22.562499577179551,,[0],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-C-L0-I08,numeric_tolerance,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,31.875,,[6],[],9,1,1,9,0,1,1,8,0,1,1,,constant_oracle_recoverable,21.875000246800482,,[8],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-C-L0-I09,numeric_tolerance,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,32.75,,"[1, 2, 3, 5, 6]",[],9,1,1,9,0,1,1,6,0,1,1,,constant_oracle_recoverable,21.875000413507223,,[2],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-C-L0-I10,numeric_tolerance,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,33,,"[2, 3, 5]",[],9,1,1,9,0,1,1,5,0,1,1,,constant_oracle_recoverable,22.124999543651938,,[0],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-C-L0-I11,numeric_tolerance,0,8,9,0,111111111,True,9,9,1,1,,constant_oracle_recoverable,33.125,,[3],[],9,1,1,9,0,1,1,5,0,1,1,,constant_oracle_recoverable,22.312499184161425,,[4],[],9,1,1,9,0,1,1,10,0,0,both_recoverable
D3T-C-L1-I00,numeric_tolerance,1,7,8,1,111111110,True,9,9,1,1,59.125,recoverable,25.375,-33.75,[2],[8],9,1,1,8,0,1,1,9,1,1,1,45.812500175088644,recoverable,22.437499441206455,-23.375000733882189,[5],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-C-L1-I01,numeric_tolerance,1,7,8,1,111111110,True,9,9,1,1,9,recoverable,-12.5,-21.5,[7],[8],8,0.88888888888888884,0,7,1,1,1,10,1,1,1,44.437500000931323,recoverable,21.187499452382326,-23.250000548548996,[0],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-C-L1-I02,numeric_tolerance,1,7,8,1,111111110,True,9,9,1,1,60,recoverable,29.375,-30.625,[1],[8],9,1,1,8,0,1,1,8,1,1,1,45.312501705717295,recoverable,22.37500075250864,-22.937500953208655,[2],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-C-L1-I03,numeric_tolerance,1,7,8,1,111111110,True,9,9,1,1,37.875,recoverable,16.75,-21.125,[7],[8],9,1,1,8,0,1,1,10,1,1,1,45.124998392304406,recoverable,21.624999090097845,-23.499999302206561,[7],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-C-L1-I04,numeric_tolerance,1,7,8,1,111111110,True,9,9,1,1,46.625,recoverable,17,-29.625,[7],[8],9,1,1,8,0,1,1,9,1,1,1,45.500001061242074,recoverable,22.062500414438546,-23.437500646803528,[7],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-C-L1-I05,numeric_tolerance,1,7,8,1,111111110,True,9,9,1,1,35.875,recoverable,12.5,-23.375,[7],[8],9,1,1,8,0,1,1,10,1,1,1,44.750000758096576,recoverable,22.062500553205609,-22.687500204890966,[1],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-C-L1-I06,numeric_tolerance,1,7,8,1,111111110,True,9,9,1,1,54.25,recoverable,23.375,-30.875,[7],[8],9,1,1,8,0,1,1,9,1,1,1,45.062501258216798,recoverable,21.625000909902155,-23.437500348314643,[7],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-C-L1-I07,numeric_tolerance,1,7,8,1,111111110,True,9,9,1,1,10,recoverable,-12.75,-22.75,[7],[8],8,0.88888888888888884,0,7,1,1,1,10,1,1,1,44.187499700114131,recoverable,21.31250012293458,-22.874999577179551,[5],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-C-L1-I08,numeric_tolerance,1,7,8,1,111111110,True,9,9,1,1,51.125,recoverable,19.25,-31.875,[7],[8],9,1,1,8,0,1,1,10,1,1,1,43.750000551342964,recoverable,20.375000201165676,-23.375000350177288,[4],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-C-L1-I09,numeric_tolerance,1,7,8,1,111111110,True,9,9,1,1,11.25,recoverable,-9.75,-21,[7],[8],8,0.88888888888888884,0,7,1,1,1,9,1,1,1,44.937499144114554,recoverable,22.062499816529453,-22.874999327585101,[4],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-C-L1-I10,numeric_tolerance,1,7,8,1,111111110,True,9,9,1,1,49,recoverable,19.25,-29.75,[7],[8],9,1,1,8,0,1,1,10,1,1,1,43.312500055879354,recoverable,21.687500918284059,-21.624999137595296,[2],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-C-L1-I11,numeric_tolerance,1,7,8,1,111111110,True,9,9,1,1,11.25,recoverable,-15.5,-26.75,[7],[8],7,0.77777777777777779,0,6,2,1,1,10,1,1,1,44.062498715240508,recoverable,21.124999178573489,-22.937499536667019,[1],[8],9,1,1,8,0,1,1,10,1,0,both_recoverable
D3T-C-L2-I00,numeric_tolerance,2,6,7,1,111111100,True,9,9,1,1,16.125,recoverable,24.625,8.5,[6],[7],8,0.88888888888888884,0,8,1,1,1,10,2,1,1,45.249999467749149,recoverable,21.875000149011612,-23.374999318737537,[2],[8],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-C-L2-I01,numeric_tolerance,2,6,7,1,111111100,True,9,9,1,1,25.25,recoverable,15.75,-9.5,[6],[7],9,1,1,7,0,1,1,10,2,1,1,42.749998804181814,recoverable,20.37499949708581,-22.374999307096004,[2],[7],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-C-L2-I02,numeric_tolerance,2,6,7,1,111111100,True,9,9,1,1,35.375,recoverable,21.875,-13.5,[6],[7],9,1,1,7,0,1,1,10,2,1,1,44.062500353902578,recoverable,21.562499687075615,-22.500000666826963,[2],[8],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-C-L2-I03,numeric_tolerance,2,6,7,1,111111100,True,9,9,1,1,16.75,recoverable,-9.25,-26,[6],[7],8,0.88888888888888884,0,6,1,1,1,9,2,1,1,45.374999731080607,recoverable,22.437499853782356,-22.937499877298251,[3],[7],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-C-L2-I04,numeric_tolerance,2,6,7,1,111111100,True,9,9,1,1,11.5,recoverable,24.75,13.25,[4],[7],8,0.88888888888888884,0,8,1,1,1,9,2,1,1,42.749999361578375,recoverable,21.187499843537807,-21.562499518040568,[0],[7],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-C-L2-I05,numeric_tolerance,2,6,7,1,111111100,True,9,9,1,1,11.375,recoverable,28.375,17,[6],[7],8,0.88888888888888884,0,8,1,1,1,9,2,1,1,45.312500319443643,recoverable,22.375000071711838,-22.937500247731805,[3],[8],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-C-L2-I06,numeric_tolerance,2,6,7,1,111111100,True,9,9,1,1,30.375,recoverable,25.875,-4.5,[1],[7],9,1,1,7,0,1,1,10,2,1,1,44.312499006744474,recoverable,21.187499098479748,-23.124999908264726,[5],[7],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-C-L2-I07,numeric_tolerance,2,6,7,1,111111100,True,9,9,1,1,19.5,recoverable,-2.5,-22,"[5, 6]",[7],7,0.77777777777777779,0,5,2,1,1,9,2,1,1,44.187499192543328,recoverable,20.874999183230102,-23.312500009313226,[6],[7],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-C-L2-I08,numeric_tolerance,2,6,7,1,111111100,True,9,9,1,1,31.5,recoverable,17.75,-13.75,[6],[7],9,1,1,7,0,1,1,10,2,1,1,42.999999135732651,recoverable,20.74999926192686,-22.249999873805791,[0],[7],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-C-L2-I09,numeric_tolerance,2,6,7,1,111111100,True,9,9,1,1,7.375,recoverable,26.375,19,[6],[7],8,0.88888888888888884,0,8,1,1,1,10,2,1,1,44.749999386258423,recoverable,22.000000216066837,-22.749999170191586,[2],[7],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-C-L2-I10,numeric_tolerance,2,6,7,1,111111100,True,9,9,1,1,27.75,recoverable,21.25,-6.5,[6],[7],9,1,1,7,0,1,1,10,2,1,1,43.250000653788447,recoverable,20.250000179745257,-23.00000047404319,[0],[8],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-C-L2-I11,numeric_tolerance,2,6,7,1,111111100,True,9,9,1,1,32.5,recoverable,9.5,-23,[6],[7],9,1,1,7,0,1,1,9,2,1,1,44.250000795349479,recoverable,21.062500813044608,-23.187499982304871,[3],[8],9,1,1,7,0,1,1,10,2,0,both_recoverable
D3T-C-L3-I00,numeric_tolerance,3,5,6,1,111111000,True,9,9,1,1,5.875,recoverable,24.875,19,[5],[6],8,0.88888888888888884,0,7,1,1,1,9,3,1,1,43.812498859595507,recoverable,20.562499679625034,-23.249999179970473,[1],[7],9,1,1,6,0,1,1,10,3,0,both_recoverable
