artifact_id,family,latent_level,strictness_index,formal_truth,immediate_margin,immediate_margin_hex,rts_margin,rts_margin_hex
D3T-B-L3-I10,max_violation,3,6,0,-13,-0x1.a000000000000p+3,-21.124999452382326,-0x1.51ffff6d00000p+4
D3T-B-L3-I10,max_violation,3,7,0,-18.5,-0x1.2800000000000p+4,-21.999999208142981,-0x1.5fffff2b70000p+4
D3T-B-L3-I10,max_violation,3,8,0,-29,-0x1.d000000000000p+4,-21.187500432133675,-0x1.5300007400000p+4
D3T-B-L3-I11,max_violation,3,0,1,-21.25,-0x1.5400000000000p+4,20.937500580213964,0x1.4f00009bc0000p+4
D3T-B-L3-I11,max_violation,3,1,1,-11.75,-0x1.7800000000000p+3,22.000000157859176,0x1.6000002a60000p+4
D3T-B-L3-I11,max_violation,3,2,1,-12,-0x1.8000000000000p+3,20.874999646795914,0x1.4dffffa130000p+4
D3T-B-L3-I11,max_violation,3,3,1,-11,-0x1.6000000000000p+3,22.187500194646418,0x1.6300003440000p+4
D3T-B-L3-I11,max_violation,3,4,1,-9.5,-0x1.3000000000000p+3,21.250000413972884,0x1.5400006f20000p+4
D3T-B-L3-I11,max_violation,3,5,1,-10.5,-0x1.5000000000000p+3,20.874999259598553,0x1.4dffff3940000p+4
D3T-B-L3-I11,max_violation,3,6,0,-15.25,-0x1.e800000000000p+3,-22.062500100582838,-0x1.6100001b00000p+4
D3T-B-L3-I11,max_violation,3,7,0,-20.75,-0x1.4c00000000000p+4,-21.812499287072569,-0x1.5cffff40a0000p+4
D3T-B-L3-I11,max_violation,3,8,0,-27.25,-0x1.b400000000000p+4,-22.374999810941517,-0x1.65ffffcd40000p+4
D3T-B-L4-I00,max_violation,4,0,1,-22.625,-0x1.6a00000000000p+4,20.312499816995114,0x1.44ffffcee0000p+4
D3T-B-L4-I00,max_violation,4,1,1,-15.75,-0x1.f800000000000p+3,20.875000750645995,0x1.4e0000c980000p+4
D3T-B-L4-I00,max_violation,4,2,1,-13.5,-0x1.b000000000000p+3,19.24999993480742,0x1.33ffffee80000p+4
D3T-B-L4-I00,max_violation,4,3,1,-13.25,-0x1.a800000000000p+3,21.749999694060534,0x1.5bffffade0000p+4
D3T-B-L4-I00,max_violation,4,4,1,-9.75,-0x1.3800000000000p+3,18.875000570435077,0x1.2e00009920000p+4
D3T-B-L4-I00,max_violation,4,5,0,-16.25,-0x1.0400000000000p+4,-22.124999180203304,-0x1.61ffff23f0000p+4
D3T-B-L4-I00,max_violation,4,6,0,-19.125,-0x1.3200000000000p+4,-22.187499503837898,-0x1.62ffff7ad0000p+4
D3T-B-L4-I00,max_violation,4,7,0,-23,-0x1.7000000000000p+4,-22.937499687541276,-0x1.6effffac20000p+4
D3T-B-L4-I00,max_violation,4,8,0,-29.375,-0x1.d600000000000p+4,-23.624999538064003,-0x1.79ffff8400000p+4
D3T-B-L4-I01,max_violation,4,0,1,-20.625,-0x1.4a00000000000p+4,20.374999129911885,0x1.45ffff1670000p+4
D3T-B-L4-I01,max_violation,4,1,1,-16.625,-0x1.0a00000000000p+4,20.437499412801117,0x1.46ffff6260000p+4
D3T-B-L4-I01,max_violation,4,2,1,-17.75,-0x1.1c00000000000p+4,21.687499248888344,0x1.5affff3660000p+4
D3T-B-L4-I01,max_violation,4,3,1,-19.375,-0x1.3600000000000p+4,20.937499554827809,0x1.4effff8880000p+4
D3T-B-L4-I01,max_violation,4,4,1,-19.875,-0x1.3e00000000000p+4,21.750000661006197,0x1.5c0000b170000p+4
D3T-B-L4-I01,max_violation,4,5,0,-21.875,-0x1.5e00000000000p+4,-21.749999408144504,-0x1.5bffff6120000p+4
D3T-B-L4-I01,max_violation,4,6,0,-25.375,-0x1.9600000000000p+4,-21.812499267980456,-0x1.5cffff3b80000p+4
D3T-B-L4-I01,max_violation,4,7,0,-26.5,-0x1.a800000000000p+4,-21.874999695923179,-0x1.5dffffae60000p+4
D3T-B-L4-I01,max_violation,4,8,0,-29.375,-0x1.d600000000000p+4,-22.812499803025275,-0x1.6cffffcb20000p+4
D3T-B-L4-I02,max_violation,4,0,1,-27.875,-0x1.be00000000000p+4,21.749999870080501,0x1.5bffffdd20000p+4
D3T-B-L4-I02,max_violation,4,1,1,-22.375,-0x1.6600000000000p+4,20.687499335501343,0x1.4affff4da0000p+4
D3T-B-L4-I02,max_violation,4,2,1,-21.125,-0x1.5200000000000p+4,20.249999244348146,0x1.43ffff3528000p+4
D3T-B-L4-I02,max_violation,4,3,1,-20.125,-0x1.4200000000000p+4,21.249999342486262,0x1.53ffff4f80000p+4
D3T-B-L4-I02,max_violation,4,4,1,-21.25,-0x1.5400000000000p+4,21.250000138301402,0x1.5400002520000p+4
D3T-B-L4-I02,max_violation,4,5,0,-24.875,-0x1.8e00000000000p+4,-23.624999797670171,-0x1.79ffffc9b0000p+4
D3T-B-L4-I02,max_violation,4,6,0,-26.5,-0x1.a800000000000p+4,-22.437500413507223,-0x1.6700006f00000p+4
D3T-B-L4-I02,max_violation,4,7,0,-28.375,-0x1.c600000000000p+4,-23.062500344822183,-0x1.7100005c90000p+4
D3T-B-L4-I02,max_violation,4,8,0,-30.75,-0x1.ec00000000000p+4,-22.937500010244548,-0x1.6f000002c0000p+4
D3T-B-L4-I03,max_violation,4,0,1,-25.5,-0x1.9800000000000p+4,20.750000632833689,0x1.4c0000a9e0000p+4
D3T-B-L4-I03,max_violation,4,1,1,-15.375,-0x1.ec00000000000p+3,21.062499470310286,0x1.50ffff71d0000p+4
D3T-B-L4-I03,max_violation,4,2,1,-12.5,-0x1.9000000000000p+3,21.187499302439392,0x1.52ffff44c0000p+4
D3T-B-L4-I03,max_violation,4,3,1,-12.125,-0x1.8400000000000p+3,21.187499950407073,0x1.52fffff2b0000p+4
D3T-B-L4-I03,max_violation,4,4,1,-11.5,-0x1.7000000000000p+3,20.31250056438148,0x1.4500009780000p+4
D3T-B-L4-I03,max_violation,4,5,0,-12.75,-0x1.9800000000000p+3,-21.12499988079071,-0x1.51ffffe000000p+4
D3T-B-L4-I03,max_violation,4,6,0,-18.75,-0x1.2c00000000000p+4,-21.625000878004357,-0x1.5a0000ebb0000p+4
D3T-B-L4-I03,max_violation,4,7,0,-24.125,-0x1.8200000000000p+4,-22.562500692903996,-0x1.690000ba00000p+4
D3T-B-L4-I03,max_violation,4,8,0,-29.125,-0x1.d200000000000p+4,-21.750000901520252,-0x1.5c0000f200000p+4
D3T-B-L4-I04,max_violation,4,0,1,-19.5,-0x1.3800000000000p+4,19.624999659601599,0x1.39ffffa4a0000p+4
D3T-B-L4-I04,max_violation,4,1,1,-9.75,-0x1.3800000000000p+3,19.87499980116263,0x1.3dffffcaa0000p+4
D3T-B-L4-I04,max_violation,4,2,1,-6.25,-0x1.9000000000000p+2,20.625000660074875,0x1.4a0000b130000p+4
D3T-B-L4-I04,max_violation,4,3,1,-8.5,-0x1.1000000000000p+3,20.875000616535544,0x1.4e0000a580000p+4
D3T-B-L4-I04,max_violation,4,4,1,-10,-0x1.4000000000000p+3,19.499999525258318,0x1.37ffff8090000p+4
D3T-B-L4-I04,max_violation,4,5,0,-18,-0x1.2000000000000p+4,-21.625000726431608,-0x1.5a0000c300000p+4
D3T-B-L4-I04,max_violation,4,6,0,-21.875,-0x1.5e00000000000p+4,-23.562500432832167,-0x1.7900007430000p+4
D3T-B-L4-I04,max_violation,4,7,0,-24.25,-0x1.8400000000000p+4,-22.687500091735274,-0x1.6b000018a0000p+4
D3T-B-L4-I04,max_violation,4,8,0,-29.875,-0x1.de00000000000p+4,-22.999999895691872,-0x1.6fffffe400000p+4
D3T-B-L4-I05,max_violation,4,0,1,-27.5,-0x1.b800000000000p+4,19.875000080093741,0x1.3e00001580000p+4
D3T-B-L4-I05,max_violation,4,1,1,-20.875,-0x1.4e00000000000p+4,20.624999463558197,0x1.49ffff7000000p+4
D3T-B-L4-I05,max_violation,4,2,1,-13.5,-0x1.b000000000000p+3,20.249999302439392,0x1.43ffff44c0000p+4
D3T-B-L4-I05,max_violation,4,3,1,-16.25,-0x1.0400000000000p+4,19.249999232124537,0x1.33ffff31e0000p+4
D3T-B-L4-I05,max_violation,4,4,1,-10,-0x1.4000000000000p+3,20.624999580788426,0x1.49ffff8f78000p+4
D3T-B-L4-I05,max_violation,4,5,0,-12.875,-0x1.9c00000000000p+3,-21.312499747844413,-0x1.54ffffbc50000p+4
D3T-B-L4-I05,max_violation,4,6,0,-19,-0x1.3000000000000p+4,-21.937500897794962,-0x1.5f0000f100000p+4
D3T-B-L4-I05,max_violation,4,7,0,-25.125,-0x1.9200000000000p+4,-22.750000144354999,-0x1.6c000026c0000p+4
D3T-B-L4-I05,max_violation,4,8,0,-29.875,-0x1.de00000000000p+4,-22.499999526888132,-0x1.67ffff8100000p+4
D3T-B-L4-I06,max_violation,4,0,1,-26.375,-0x1.a600000000000p+4,20.31250061839819,0x1.450000a600000p+4
D3T-B-L4-I06,max_violation,4,1,1,-22,-0x1.6000000000000p+4,20.874999064952135,0x1.4dffff0500000p+4
D3T-B-L4-I06,max_violation,4,2,1,-20.375,-0x1.4600000000000p+4,19.562500950880349,0x1.390000ff40000p+4
D3T-B-L4-I06,max_violation,4,3,1,-20.25,-0x1.4400000000000p+4,19.937499991618097,0x1.3efffffdc0000p+4
D3T-B-L4-I06,max_violation,4,4,1,-18.125,-0x1.2200000000000p+4,20.999999379593646,0x1.4fffff5976000p+4
D3T-B-L4-I06,max_violation,4,5,0,-23.375,-0x1.7600000000000p+4,-22.562500390224159,-0x1.69000068c0000p+4
D3T-B-L4-I06,max_violation,4,6,0,-25.5,-0x1.9800000000000p+4,-21.500000590458512,-0x1.5800009e80000p+4
D3T-B-L4-I06,max_violation,4,7,0,-27.375,-0x1.b600000000000p+4,-21.687499511055648,-0x1.5affff7cc0000p+4
D3T-B-L4-I06,max_violation,4,8,0,-30.375,-0x1.e600000000000p+4,-23.187500890344381,-0x1.730000ef00000p+4
D3T-B-L4-I07,max_violation,4,0,1,-26.25,-0x1.a400000000000p+4,19.750000926665962,0x1.3c0000f8c0000p+4
D3T-B-L4-I07,max_violation,4,1,1,-23.25,-0x1.7400000000000p+4,21.812499446328729,0x1.5cffff6b60000p+4
D3T-B-L4-I07,max_violation,4,2,1,-19.25,-0x1.3400000000000p+4,21.187500081956387,0x1.5300001600000p+4
D3T-B-L4-I07,max_violation,4,3,1,-20.25,-0x1.4400000000000p+4,19.875000703614205,0x1.3e0000bce0000p+4
D3T-B-L4-I07,max_violation,4,4,1,-19,-0x1.3000000000000p+4,19.999999548774213,0x1.3fffff86e0000p+4
D3T-B-L4-I07,max_violation,4,5,0,-21.375,-0x1.5600000000000p+4,-21.749999945983291,-0x1.5bfffff180000p+4
D3T-B-L4-I07,max_violation,4,6,0,-22.375,-0x1.6600000000000p+4,-22.312499385327101,-0x1.64ffff5b00000p+4
D3T-B-L4-I07,max_violation,4,7,0,-24.625,-0x1.8a00000000000p+4,-22.562500463798642,-0x1.6900007c80000p+4
D3T-B-L4-I07,max_violation,4,8,0,-28.875,-0x1.ce00000000000p+4,-23.124999715713784,-0x1.71ffffb3b0000p+4
D3T-B-L4-I08,max_violation,4,0,1,-23.625,-0x1.7a00000000000p+4,19.250000112690032,0x1.3400001e40000p+4
D3T-B-L4-I08,max_violation,4,1,1,-15.375,-0x1.ec00000000000p+3,19.812500096857548,0x1.3d00001a00000p+4
D3T-B-L4-I08,max_violation,4,2,1,-12,-0x1.8000000000000p+3,20.500000887550414,0x1.480000ee40000p+4
D3T-B-L4-I08,max_violation,4,3,1,-11.5,-0x1.7000000000000p+3,21.250000033993274,0x1.5400000920000p+4
D3T-B-L4-I08,max_violation,4,4,1,-11,-0x1.6000000000000p+3,20.999999910593033,0x1.4fffffe800000p+4
D3T-B-L4-I08,max_violation,4,5,0,-11.75,-0x1.7800000000000p+3,-22.124999258667231,-0x1.61ffff3900000p+4
D3T-B-L4-I08,max_violation,4,6,0,-11.75,-0x1.7800000000000p+3,-21.749999886378646,-0x1.5bffffe180000p+4
D3T-B-L4-I08,max_violation,4,7,0,-25.375,-0x1.9600000000000p+4,-22.62499930371996,-0x1.69ffff4518000p+4
D3T-B-L4-I08,max_violation,4,8,0,-28.875,-0x1.ce00000000000p+4,-21.687500298954546,-0x1.5b00005040000p+4
D3T-B-L4-I09,max_violation,4,0,1,-25.5,-0x1.9800000000000p+4,19.499999513849616,0x1.37ffff7d80000p+4
D3T-B-L4-I09,max_violation,4,1,1,-19.375,-0x1.3600000000000p+4,20.625000556465238,0x1.4a00009560000p+4
D3T-B-L4-I09,max_violation,4,2,1,-19.625,-0x1.3a00000000000p+4,20.249999687541276,0x1.43ffffac20000p+4
D3T-B-L4-I09,max_violation,4,3,1,-19.125,-0x1.3200000000000p+4,20.875000395579264,0x1.4e00006a30000p+4
D3T-B-L4-I09,max_violation,4,4,1,-17,-0x1.1000000000000p+4,20.250000429688953,0x1.4400007358000p+4
D3T-B-L4-I09,max_violation,4,5,0,-21,-0x1.5000000000000p+4,-23.249999409774318,-0x1.73ffff6190000p+4
D3T-B-L4-I09,max_violation,4,6,0,-23.875,-0x1.7e00000000000p+4,-20.999999876599759,-0x1.4fffffdee0000p+4
D3T-B-L4-I09,max_violation,4,7,0,-26.5,-0x1.a800000000000p+4,-22.999999664258212,-0x1.6fffffa5e0000p+4
D3T-B-L4-I09,max_violation,4,8,0,-29.375,-0x1.d600000000000p+4,-21.750000771135092,-0x1.5c0000cf00000p+4
D3T-B-L4-I10,max_violation,4,0,1,-26.75,-0x1.ac00000000000p+4,19.749999738298357,0x1.3bffffb9c0000p+4
D3T-B-L4-I10,max_violation,4,1,1,-24.125,-0x1.8200000000000p+4,21.562499747145921,0x1.58ffffbc20000p+4
D3T-B-L4-I10,max_violation,4,2,1,-23.875,-0x1.7e00000000000p+4,18.624999336898327,0x1.29ffff4e00000p+4
D3T-B-L4-I10,max_violation,4,3,1,-25,-0x1.9000000000000p+4,19.875000161584467,0x1.3e00002b60000p+4
D3T-B-L4-I10,max_violation,4,4,1,-23.625,-0x1.7a00000000000p+4,20.687499466119334,0x1.4affff70b0000p+4
D3T-B-L4-I10,max_violation,4,5,0,-25.875,-0x1.9e00000000000p+4,-21.874999386724085,-0x1.5dffff5b60000p+4
D3T-B-L4-I10,max_violation,4,6,0,-26.5,-0x1.a800000000000p+4,-22.874999659368768,-0x1.6dffffa490000p+4
D3T-B-L4-I10,max_violation,4,7,0,-27.875,-0x1.be00000000000p+4,-22.875000366242602,-0x1.6e00006250000p+4
D3T-B-L4-I10,max_violation,4,8,0,-30.125,-0x1.e200000000000p+4,-22.124999317340553,-0x1.61ffff48c0000p+4
D3T-B-L4-I11,max_violation,4,0,1,-12,-0x1.8000000000000p+3,19.937500258907676,0x1.3f00004580000p+4
D3T-B-L4-I11,max_violation,4,1,1,-2,-0x1.0000000000000p+1,19.499999586958438,0x1.37ffff9120000p+4
D3T-B-L4-I11,max_violation,4,2,1,-6.5,-0x1.a000000000000p+2,19.437499319203198,0x1.36ffff4940000p+4
D3T-B-L4-I11,max_violation,4,3,1,-5.75,-0x1.7000000000000p+2,19.749999244697392,0x1.3bffff3540000p+4
D3T-B-L4-I11,max_violation,4,4,1,-5.25,-0x1.5000000000000p+2,20.624999718042091,0x1.49ffffb450000p+4
D3T-B-L4-I11,max_violation,4,5,0,-11.5,-0x1.7000000000000p+3,-22.187500279862434,-0x1.6300004b20000p+4
D3T-B-L4-I11,max_violation,4,6,0,-17,-0x1.1000000000000p+4,-22.124999340972863,-0x1.61ffff4f18000p+4
D3T-B-L4-I11,max_violation,4,7,0,-17.75,-0x1.1c00000000000p+4,-20.750000812113285,-0x1.4c0000da00000p+4
D3T-B-L4-I11,max_violation,4,8,0,-27.875,-0x1.be00000000000p+4,-22.812500545755029,-0x1.6d00009280000p+4
D3T-B-L5-I00,max_violation,5,0,1,-26.375,-0x1.a600000000000p+4,20.437500206753612,0x1.4700003780000p+4
D3T-B-L5-I00,max_violation,5,1,1,-25.25,-0x1.9400000000000p+4,20.249999184918124,0x1.43ffff2534000p+4
D3T-B-L5-I00,max_violation,5,2,1,-25,-0x1.9000000000000p+4,20.249999123159796,0x1.43ffff14a0000p+4
D3T-B-L5-I00,max_violation,5,3,1,-26.375,-0x1.a600000000000p+4,19.999999199993908,0x1.3fffff2940000p+4
D3T-B-L5-I00,max_violation,5,4,0,-25.75,-0x1.9c00000000000p+4,-20.999999538995326,-0x1.4fffff8440000p+4
D3T-B-L5-I00,max_violation,5,5,0,-26.75,-0x1.ac00000000000p+4,-22.500000870786607,-0x1.680000e9c0000p+4
D3T-B-L5-I00,max_violation,5,6,0,-27.25,-0x1.b400000000000p+4,-21.812500362284482,-0x1.5d00006140000p+4
D3T-B-L5-I00,max_violation,5,7,0,-28.625,-0x1.ca00000000000p+4,-22.625000246800482,-0x1.6a00004240000p+4
D3T-B-L5-I00,max_violation,5,8,0,-30.375,-0x1.e600000000000p+4,-21.812500014901161,-0x1.5d00000400000p+4
D3T-B-L5-I01,max_violation,5,0,1,-25.5,-0x1.9800000000000p+4,21.499999765481334,0x1.57ffffc10c000p+4
D3T-B-L5-I01,max_violation,5,1,1,-23.125,-0x1.7200000000000p+4,21.000000783009455,0x1.500000d230000p+4
D3T-B-L5-I01,max_violation,5,2,1,-20,-0x1.4000000000000p+4,20.750000324565917,0x1.4c00005720000p+4
D3T-B-L5-I01,max_violation,5,3,1,-20,-0x1.4000000000000p+4,20.62499912083149,0x1.49ffff1400000p+4
D3T-B-L5-I01,max_violation,5,4,0,-19.875,-0x1.3e00000000000p+4,-21.999999396502972,-0x1.5fffff5e00000p+4
D3T-B-L5-I01,max_violation,5,5,0,-22.5,-0x1.6800000000000p+4,-21.250000935047865,-0x1.540000fb00000p+4
D3T-B-L5-I01,max_violation,5,6,0,-25.125,-0x1.9200000000000p+4,-21.374999876134098,-0x1.55ffffdec0000p+4
D3T-B-L5-I01,max_violation,5,7,0,-26.625,-0x1.aa00000000000p+4,-22.687499755062163,-0x1.6affffbe40000p+4
D3T-B-L5-I01,max_violation,5,8,0,-28.875,-0x1.ce00000000000p+4,-22.624999654944986,-0x1.69ffffa360000p+4
D3T-B-L5-I02,max_violation,5,0,1,-26,-0x1.a000000000000p+4,19.624999242834747,0x1.39ffff34c0000p+4
D3T-B-L5-I02,max_violation,5,1,1,-21,-0x1.5000000000000p+4,21.50000043772161,0x1.5800007580000p+4
D3T-B-L5-I02,max_violation,5,2,1,-21.125,-0x1.5200000000000p+4,19.750000538304448,0x1.3c00009080000p+4
D3T-B-L5-I02,max_violation,5,3,1,-21.625,-0x1.5a00000000000p+4,18.999999156920239,0x1.2fffff1db0000p+4
D3T-B-L5-I02,max_violation,5,4,0,-21.75,-0x1.5c00000000000p+4,-21.875000490341336,-0x1.5e000083a0000p+4
D3T-B-L5-I02,max_violation,5,5,0,-24.125,-0x1.8200000000000p+4,-22.374999997206032,-0x1.65ffffff40000p+4
D3T-B-L5-I02,max_violation,5,6,0,-26,-0x1.a000000000000p+4,-22.749999796971679,-0x1.6bffffc980000p+4
D3T-B-L5-I02,max_violation,5,7,0,-27.625,-0x1.ba00000000000p+4,-21.62499986612238,-0x1.59ffffdc10000p+4
D3T-B-L5-I02,max_violation,5,8,0,-30,-0x1.e000000000000p+4,-21.500000519212335,-0x1.5800008b60000p+4
D3T-B-L5-I03,max_violation,5,0,1,-27.375,-0x1.b600000000000p+4,19.374999395571649,0x1.35ffff5dc0000p+4
D3T-B-L5-I03,max_violation,5,1,1,-19.125,-0x1.3200000000000p+4,20.500000125524821,0x1.48000021b2000p+4
D3T-B-L5-I03,max_violation,5,2,1,-15.375,-0x1.ec00000000000p+3,19.937499600462615,0x1.3effff94c0000p+4
D3T-B-L5-I03,max_violation,5,3,1,-12,-0x1.8000000000000p+3,20.874999350402504,0x1.4dffff51a0000p+4
D3T-B-L5-I03,max_violation,5,4,0,-12.5,-0x1.9000000000000p+3,-21.999999115243554,-0x1.5fffff1280000p+4
D3T-B-L5-I03,max_violation,5,5,0,-20.125,-0x1.4200000000000p+4,-20.687500088941306,-0x1.4b000017e0000p+4
D3T-B-L5-I03,max_violation,5,6,0,-24.625,-0x1.8a00000000000p+4,-22.624999758321792,-0x1.69ffffbf20000p+4
D3T-B-L5-I03,max_violation,5,7,0,-27.5,-0x1.b800000000000p+4,-22.625000108731911,-0x1.6a00001d30000p+4
D3T-B-L5-I03,max_violation,5,8,0,-29.875,-0x1.de00000000000p+4,-21.187500027008355,-0x1.5300000740000p+4
D3T-B-L5-I04,max_violation,5,0,1,-23.125,-0x1.7200000000000p+4,19.749999716645107,0x1.3bffffb3f0000p+4
D3T-B-L5-I04,max_violation,5,1,1,-15.75,-0x1.f800000000000p+3,19.375000498257577,0x1.36000085c0000p+4
D3T-B-L5-I04,max_violation,5,2,1,-14.75,-0x1.d800000000000p+3,19.874999738298357,0x1.3dffffb9c0000p+4
D3T-B-L5-I04,max_violation,5,3,1,-18.75,-0x1.2c00000000000p+4,20.124999541789293,0x1.41ffff8500000p+4
D3T-B-L5-I04,max_violation,5,4,0,-18.125,-0x1.2200000000000p+4,-21.874999180407031,-0x1.5dffff23fe000p+4
D3T-B-L5-I04,max_violation,5,5,0,-23.25,-0x1.7400000000000p+4,-21.562500409781933,-0x1.5900006e00000p+4
D3T-B-L5-I04,max_violation,5,6,0,-24.875,-0x1.8e00000000000p+4,-21.124999672174454,-0x1.51ffffa800000p+4
D3T-B-L5-I04,max_violation,5,7,0,-25.875,-0x1.9e00000000000p+4,-21.374999215826392,-0x1.55ffff2d80000p+4
D3T-B-L5-I04,max_violation,5,8,0,-29.375,-0x1.d600000000000p+4,-22.812500413507223,-0x1.6d00006f00000p+4
D3T-B-L5-I05,max_violation,5,0,1,-25.125,-0x1.9200000000000p+4,19.937499993480742,0x1.3efffffe40000p+4
D3T-B-L5-I05,max_violation,5,1,1,-18,-0x1.2000000000000p+4,18.874999664723873,0x1.2dffffa600000p+4
D3T-B-L5-I05,max_violation,5,2,1,-13.375,-0x1.ac00000000000p+3,19.562499826774001,0x1.38ffffd180000p+4
D3T-B-L5-I05,max_violation,5,3,1,-13.25,-0x1.a800000000000p+3,20.250000822241418,0x1.440000dcb8000p+4
D3T-B-L5-I05,max_violation,5,4,0,-15.875,-0x1.fc00000000000p+3,-22.187500366242602,-0x1.6300006250000p+4
D3T-B-L5-I05,max_violation,5,5,0,-21.25,-0x1.5400000000000p+4,-20.250000000465661,-0x1.4400000020000p+4
D3T-B-L5-I05,max_violation,5,6,0,-24.75,-0x1.8c00000000000p+4,-21.999999380670488,-0x1.5fffff59c0000p+4
D3T-B-L5-I05,max_violation,5,7,0,-28.75,-0x1.cc00000000000p+4,-22.375000006519258,-0x1.66000001c0000p+4
D3T-B-L5-I05,max_violation,5,8,0,-30.125,-0x1.e200000000000p+4,-22.874999151332304,-0x1.6dffff1c30000p+4
D3T-B-L5-I06,max_violation,5,0,1,-25.75,-0x1.9c00000000000p+4,21.187500735744834,0x1.530000c580000p+4
D3T-B-L5-I06,max_violation,5,1,1,-10,-0x1.4000000000000p+3,21.687500627711415,0x1.5b0000a880000p+4
D3T-B-L5-I06,max_violation,5,2,1,-13.75,-0x1.b800000000000p+3,20.56249952595681,0x1.48ffff80c0000p+4
D3T-B-L5-I06,max_violation,5,3,1,-10.5,-0x1.5000000000000p+3,19.874999244697392,0x1.3dffff3540000p+4
D3T-B-L5-I06,max_violation,5,4,0,-9.75,-0x1.3800000000000p+3,-21.750000340398401,-0x1.5c00005b60000p+4
D3T-B-L5-I06,max_violation,5,5,0,-19.25,-0x1.3400000000000p+4,-22.062500062398612,-0x1.61000010c0000p+4
D3T-B-L5-I06,max_violation,5,6,0,-23.25,-0x1.7400000000000p+4,-21.749999699182808,-0x1.5bffffaf40000p+4
D3T-B-L5-I06,max_violation,5,7,0,-26.875,-0x1.ae00000000000p+4,-21.625000471249223,-0x1.5a00007e80000p+4
D3T-B-L5-I06,max_violation,5,8,0,-30,-0x1.e000000000000p+4,-22.937499787658453,-0x1.6effffc700000p+4
D3T-B-L5-I07,max_violation,5,0,1,-23.375,-0x1.7600000000000p+4,19.374999271705747,0x1.35ffff3c80000p+4
D3T-B-L5-I07,max_violation,5,1,1,-14.75,-0x1.d800000000000p+3,20.500000727828592,0x1.480000c360000p+4
D3T-B-L5-I07,max_violation,5,2,1,-14.125,-0x1.c400000000000p+3,19.499999216059223,0x1.37ffff2d90000p+4
D3T-B-L5-I07,max_violation,5,3,1,-17.75,-0x1.1c00000000000p+4,19.999999728519469,0x1.3fffffb720000p+4
D3T-B-L5-I07,max_violation,5,4,0,-20,-0x1.4000000000000p+4,-21.999999640043825,-0x1.5fffff9f60000p+4
D3T-B-L5-I07,max_violation,5,5,0,-22.5,-0x1.6800000000000p+4,-21.812500693835318,-0x1.5d0000ba40000p+4
D3T-B-L5-I07,max_violation,5,6,0,-25.125,-0x1.9200000000000p+4,-22.249999997206032,-0x1.63ffffff40000p+4
D3T-B-L5-I07,max_violation,5,7,0,-27.5,-0x1.b800000000000p+4,-22.562499841675162,-0x1.68ffffd580000p+4
D3T-B-L5-I07,max_violation,5,8,0,-29.875,-0x1.de00000000000p+4,-21.812500833533704,-0x1.5d0000dfc0000p+4
D3T-B-L5-I08,max_violation,5,0,1,-26.375,-0x1.a600000000000p+4,20.250000007450581,0x1.4400000200000p+4
D3T-B-L5-I08,max_violation,5,1,1,-20,-0x1.4000000000000p+4,20.124999568564817,0x1.41ffff8c30000p+4
D3T-B-L5-I08,max_violation,5,2,1,-10.25,-0x1.4800000000000p+3,20.875000648433343,0x1.4e0000ae10000p+4
D3T-B-L5-I08,max_violation,5,3,1,-14.375,-0x1.cc00000000000p+3,21.124999593477696,0x1.51ffff92e0000p+4
D3T-B-L5-I08,max_violation,5,4,0,-12.25,-0x1.8800000000000p+3,-21.499999760184437,-0x1.57ffffbfa0000p+4
D3T-B-L5-I08,max_violation,5,5,0,-19.375,-0x1.3600000000000p+4,-21.874999055406079,-0x1.5dffff0270000p+4
D3T-B-L5-I08,max_violation,5,6,0,-24.625,-0x1.8a00000000000p+4,-22.062500340864062,-0x1.6100005b80000p+4
D3T-B-L5-I08,max_violation,5,7,0,-28,-0x1.c000000000000p+4,-22.124999094288796,-0x1.61ffff0ce0000p+4
D3T-B-L5-I08,max_violation,5,8,0,-29.875,-0x1.de00000000000p+4,-23.062499579973519,-0x1.70ffff8f40000p+4
D3T-B-L5-I09,max_violation,5,0,1,-23.875,-0x1.7e00000000000p+4,19.999999116873369,0x1.3fffff12f0000p+4
D3T-B-L5-I09,max_violation,5,1,1,-23.5,-0x1.7800000000000p+4,19.125000599306077,0x1.320000a0e0000p+4
D3T-B-L5-I09,max_violation,5,2,1,-22.625,-0x1.6a00000000000p+4,20.87499962572474,0x1.4dffff9b88000p+4
D3T-B-L5-I09,max_violation,5,3,1,-22.125,-0x1.6200000000000p+4,18.750000348314643,0x1.2c00005d80000p+4
D3T-B-L5-I09,max_violation,5,4,0,-21.25,-0x1.5400000000000p+4,-22.062499745283276,-0x1.60ffffbba0000p+4
D3T-B-L5-I09,max_violation,5,5,0,-22.25,-0x1.6400000000000p+4,-22.375000156695023,-0x1.6600002a10000p+4
D3T-B-L5-I09,max_violation,5,6,0,-24.125,-0x1.8200000000000p+4,-22.562500366708264,-0x1.6900006270000p+4
D3T-B-L5-I09,max_violation,5,7,0,-25.75,-0x1.9c00000000000p+4,-21.562499735271558,-0x1.58ffffb8f0000p+4
D3T-B-L5-I09,max_violation,5,8,0,-29.125,-0x1.d200000000000p+4,-21.562499582767487,-0x1.58ffff9000000p+4
D3T-B-L5-I10,max_violation,5,0,1,-24.375,-0x1.8600000000000p+4,19.750000910833478,0x1.3c0000f480000p+4
