condition,eval_domain,task_id,z,fold_id,k_start,immediate_nonconstant,immediate_fsr,immediate_tr,immediate_oracle_minimum_errors,immediate_strict_inversion,immediate_tie_only_failure,immediate_raw_errors,immediate_raw_correct,immediate_raw_points,immediate_raw_accuracy,immediate_raw_sequence_correct,immediate_raw_tce,immediate_learned_errors,immediate_learned_correct,immediate_learned_points,immediate_learned_accuracy,immediate_learned_sequence_correct,immediate_learned_tce,immediate_oracle_errors,immediate_oracle_correct,immediate_oracle_points,immediate_oracle_accuracy,immediate_oracle_sequence_correct,immediate_oracle_tce,immediate_raw_minus_learned_errors,immediate_learned_minus_oracle_errors,rts_nonconstant,rts_fsr,rts_tr,rts_oracle_minimum_errors,rts_strict_inversion,rts_tie_only_failure,rts_raw_errors,rts_raw_correct,rts_raw_points,rts_raw_accuracy,rts_raw_sequence_correct,rts_raw_tce,rts_learned_errors,rts_learned_correct,rts_learned_points,rts_learned_accuracy,rts_learned_sequence_correct,rts_learned_tce,rts_oracle_errors,rts_oracle_correct,rts_oracle_points,rts_oracle_accuracy,rts_oracle_sequence_correct,rts_oracle_tce,rts_raw_minus_learned_errors,rts_learned_minus_oracle_errors
original_bare,k1_8,HumanEval/116,8,0,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/118,0,2,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/120,3,0,1,1,0,1,1,1,0,5,3,8,0.375,0,5,5,3,8,0.375,0,5,1,7,8,0.875,0,0,0,4,1,0,0,1,1,0,1,7,8,0.875,0,1,2,6,8,0.75,0,1,1,7,8,0.875,0,1,-1,1
original_bare,k1_8,HumanEval/121,8,4,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,4,4,8,0.5,0,4,4,4,8,0.5,0,4,0,8,8,1.0,1,0,0,4
original_bare,k1_8,HumanEval/122,7,2,1,1,0,0,1,1,0,1,7,8,0.875,0,1,1,7,8,0.875,0,1,1,7,8,0.875,0,1,0,0,1,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/124,8,1,1,0,1,1,0,0,0,1,7,8,0.875,0,1,1,7,8,0.875,0,1,0,8,8,1.0,1,0,0,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/127,6,2,1,1,0,0,1,1,0,2,6,8,0.75,0,2,2,6,8,0.75,0,2,2,6,8,0.75,0,2,0,0,1,1,1,0,0,0,1,7,8,0.875,0,1,1,7,8,0.875,0,1,1,7,8,0.875,0,1,0,0
original_bare,k1_8,HumanEval/128,8,3,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/129,0,2,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,4,4,8,0.5,0,1,5,3,8,0.375,0,2,0,8,8,1.0,1,0,-1,5
original_bare,k1_8,HumanEval/13,0,1,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/132,0,4,1,0,1,1,0,0,0,7,1,8,0.125,0,7,7,1,8,0.125,0,7,0,8,8,1.0,1,0,0,7,0,1,1,0,0,0,8,0,8,0.0,0,8,8,0,8,0.0,0,8,0,8,8,1.0,1,0,0,8
original_bare,k1_8,HumanEval/138,7,1,1,1,1,1,0,0,0,3,5,8,0.625,0,3,3,5,8,0.625,0,3,0,8,8,1.0,1,0,0,3,1,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/140,5,4,1,1,0,0,2,1,0,5,3,8,0.375,0,5,5,3,8,0.375,0,5,2,6,8,0.75,0,2,0,3,1,0,1,1,1,0,3,5,8,0.625,0,4,2,6,8,0.75,0,1,1,7,8,0.875,0,0,1,1
original_bare,k1_8,HumanEval/141,7,4,1,1,1,1,0,0,0,1,7,8,0.875,0,1,1,7,8,0.875,0,1,1,7,8,0.875,0,1,0,0,1,0,0,1,1,0,1,7,8,0.875,0,1,1,7,8,0.875,0,1,1,7,8,0.875,0,1,0,0
original_bare,k1_8,HumanEval/142,0,0,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/143,0,2,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,1,7,8,0.875,0,0,1,7,8,0.875,0,0,1,7,8,0.875,0,0,0,0
original_bare,k1_8,HumanEval/146,8,3,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/147,0,3,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/148,8,0,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/149,0,4,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,2,6,8,0.75,0,0,3,5,8,0.625,0,1,0,8,8,1.0,1,0,-1,3
original_bare,k1_8,HumanEval/151,0,0,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,1,7,8,0.875,0,0,0,8,8,1.0,1,0,-1,1
original_bare,k1_8,HumanEval/152,8,2,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/153,4,4,1,1,0,0,3,1,0,4,4,8,0.5,0,4,4,4,8,0.5,0,4,4,4,8,0.5,0,4,0,0,1,0,0,3,1,0,4,4,8,0.5,0,4,4,4,8,0.5,0,4,4,4,8,0.5,0,4,0,0
original_bare,k1_8,HumanEval/158,8,1,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/16,0,4,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/163,2,0,1,1,1,1,0,0,0,2,6,8,0.75,0,2,2,6,8,0.75,0,2,0,8,8,1.0,1,0,0,2,1,0,0,2,1,0,2,6,8,0.75,0,2,5,3,8,0.375,0,2,2,6,8,0.75,0,2,-3,3
original_bare,k1_8,HumanEval/18,0,3,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,6,2,8,0.25,0,2,6,2,8,0.25,0,2,0,8,8,1.0,1,0,0,6
original_bare,k1_8,HumanEval/19,8,4,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/22,8,1,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/23,8,1,1,0,1,1,0,0,0,8,0,8,0.0,0,8,8,0,8,0.0,0,8,0,8,8,1.0,1,0,0,8,0,1,1,0,0,0,3,5,8,0.625,0,8,3,5,8,0.625,0,8,0,8,8,1.0,1,0,0,3
original_bare,k1_8,HumanEval/24,1,2,1,1,1,1,0,0,0,2,6,8,0.75,0,2,6,2,8,0.25,0,6,0,8,8,1.0,1,0,-4,6,1,1,1,0,0,0,4,4,8,0.5,0,1,4,4,8,0.5,0,1,0,8,8,1.0,1,0,0,4
original_bare,k1_8,HumanEval/25,0,4,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,1,7,8,0.875,0,1,0,8,8,1.0,1,0,-1,1
original_bare,k1_8,HumanEval/27,3,0,1,1,0,1,1,1,0,3,5,8,0.625,0,3,3,5,8,0.625,0,3,1,7,8,0.875,0,0,0,2,1,0,0,3,1,0,3,5,8,0.625,0,3,3,5,8,0.625,0,3,3,5,8,0.625,0,3,0,0
original_bare,k1_8,HumanEval/28,8,0,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/3,8,0,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/33,0,0,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/36,1,2,1,1,1,1,0,0,0,7,1,8,0.125,0,7,7,1,8,0.125,0,7,0,8,8,1.0,1,0,0,7,1,0,1,1,1,0,7,1,8,0.125,0,7,7,1,8,0.125,0,7,1,7,8,0.875,0,1,0,6
original_bare,k1_8,HumanEval/38,0,3,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/42,8,3,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/43,8,4,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/46,0,3,1,0,1,1,0,0,0,8,0,8,0.0,0,8,8,0,8,0.0,0,8,0,8,8,1.0,1,0,0,8,0,1,1,0,0,0,7,1,8,0.125,0,6,7,1,8,0.125,0,6,0,8,8,1.0,1,0,0,7
original_bare,k1_8,HumanEval/48,8,2,1,0,1,1,0,0,0,8,0,8,0.0,0,8,8,0,8,0.0,0,8,0,8,8,1.0,1,0,0,8,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/5,0,0,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/50,0,1,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/51,8,4,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/55,2,2,1,1,1,1,0,0,0,2,6,8,0.75,0,2,2,6,8,0.75,0,2,0,8,8,1.0,1,0,0,2,1,0,0,1,1,0,1,7,8,0.875,0,1,1,7,8,0.875,0,1,1,7,8,0.875,0,1,0,0
original_bare,k1_8,HumanEval/56,8,2,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/58,0,0,1,0,1,1,0,0,0,8,0,8,0.0,0,8,8,0,8,0.0,0,8,0,8,8,1.0,1,0,0,8,0,1,1,0,0,0,8,0,8,0.0,0,8,8,0,8,0.0,0,8,0,8,8,1.0,1,0,0,8
original_bare,k1_8,HumanEval/59,0,1,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/60,8,2,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/63,0,1,1,0,1,1,0,0,0,8,0,8,0.0,0,8,8,0,8,0.0,0,8,0,8,8,1.0,1,0,0,8,0,1,1,0,0,0,8,0,8,0.0,0,8,8,0,8,0.0,0,8,0,8,8,1.0,1,0,0,8
original_bare,k1_8,HumanEval/64,2,3,1,1,0,0,1,1,0,6,2,8,0.25,0,6,6,2,8,0.25,0,6,1,7,8,0.875,0,1,0,5,1,0,0,1,1,0,6,2,8,0.25,0,6,6,2,8,0.25,0,6,1,7,8,0.875,0,2,0,5
original_bare,k1_8,HumanEval/65,6,1,1,1,1,1,0,0,0,2,6,8,0.75,0,2,2,6,8,0.75,0,2,0,8,8,1.0,1,0,0,2,1,0,0,2,1,0,2,6,8,0.75,0,2,2,6,8,0.75,0,2,2,6,8,0.75,0,2,0,0
original_bare,k1_8,HumanEval/66,8,4,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/67,8,3,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/68,8,0,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/69,3,0,1,1,0,1,1,1,0,5,3,8,0.375,0,5,5,3,8,0.375,0,5,1,7,8,0.875,0,0,0,4,1,0,0,3,1,0,5,3,8,0.375,0,5,5,3,8,0.375,0,5,3,5,8,0.625,0,3,0,2
original_bare,k1_8,HumanEval/74,7,1,1,1,1,1,0,0,0,7,1,8,0.125,0,7,7,1,8,0.125,0,7,0,8,8,1.0,1,0,0,7,1,0,0,1,1,0,7,1,8,0.125,0,7,5,3,8,0.375,0,6,1,7,8,0.875,0,1,2,4
original_bare,k1_8,HumanEval/76,8,1,1,0,1,1,0,0,0,8,0,8,0.0,0,8,8,0,8,0.0,0,8,0,8,8,1.0,1,0,0,8,0,1,1,0,0,0,2,6,8,0.75,0,6,1,7,8,0.875,0,6,0,8,8,1.0,1,0,1,1
original_bare,k1_8,HumanEval/78,8,3,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/81,0,4,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/84,0,1,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,1,7,8,0.875,0,0,1,7,8,0.875,0,0,1,7,8,0.875,0,0,0,0
original_bare,k1_8,HumanEval/87,6,3,1,1,0,0,1,1,0,2,6,8,0.75,0,3,3,5,8,0.625,0,4,1,7,8,0.875,0,1,-1,2,1,0,0,2,1,0,2,6,8,0.75,0,2,2,6,8,0.75,0,2,2,6,8,0.75,0,2,0,0
original_bare,k1_8,HumanEval/9,8,3,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/91,7,3,1,1,1,1,0,0,0,7,1,8,0.125,0,7,7,1,8,0.125,0,7,0,8,8,1.0,1,0,0,7,1,0,0,1,1,0,3,5,8,0.625,0,6,3,5,8,0.625,0,6,1,7,8,0.875,0,1,0,2
original_bare,k1_8,HumanEval/93,0,2,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/97,8,2,1,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0,0,1,1,0,0,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,8,8,1.0,1,0,0,0
original_bare,k1_8,HumanEval/98,1,1,1,1,1,1,0,0,0,5,3,8,0.375,0,2,5,3,8,0.375,0,2,0,8,8,1.0,1,0,0,5,1,0,1,1,1,0,2,6,8,0.75,0,1,2,6,8,0.75,0,1,1,7,8,0.875,0,0,0,1
original_union,k0_8,HumanEval/1,0,2,0,1,0,0,1,1,0,5,4,9,0.4444444444444444,0,1,5,4,9,0.4444444444444444,0,1,1,8,9,0.8888888888888888,0,1,0,4,1,0,0,1,1,0,8,1,9,0.1111111111111111,0,8,8,1,9,0.1111111111111111,0,8,1,8,9,0.8888888888888888,0,1,0,7
original_union,k0_8,HumanEval/100,0,1,0,1,0,0,1,1,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,0,1,1,1,0,0,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,0
original_union,k0_8,HumanEval/101,7,4,0,1,0,0,1,1,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,0,1,0,0,1,1,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,0
original_union,k0_8,HumanEval/102,6,0,0,1,1,1,0,0,0,7,2,9,0.2222222222222222,0,7,7,2,9,0.2222222222222222,0,7,0,9,9,1.0,1,0,0,7,1,0,0,2,1,0,2,7,9,0.7777777777777778,0,2,2,7,9,0.7777777777777778,0,2,2,7,9,0.7777777777777778,0,2,0,0
original_union,k0_8,HumanEval/103,7,3,0,1,0,0,1,1,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,0,1,0,0,1,1,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,0
original_union,k0_8,HumanEval/104,0,3,0,1,0,0,1,1,0,8,1,9,0.1111111111111111,0,8,8,1,9,0.1111111111111111,0,8,1,8,9,0.8888888888888888,0,1,0,7,1,0,0,1,1,0,8,1,9,0.1111111111111111,0,8,8,1,9,0.1111111111111111,0,8,1,8,9,0.8888888888888888,0,1,0,7
original_union,k0_8,HumanEval/107,0,2,0,1,0,0,1,1,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,0,1,0,0,1,1,0,8,1,9,0.1111111111111111,0,8,8,1,9,0.1111111111111111,0,8,1,8,9,0.8888888888888888,0,1,0,7
original_union,k0_8,HumanEval/108,0,0,0,1,0,0,1,1,0,8,1,9,0.1111111111111111,0,8,8,1,9,0.1111111111111111,0,8,1,8,9,0.8888888888888888,0,1,0,7,1,0,0,1,1,0,8,1,9,0.1111111111111111,0,8,8,1,9,0.1111111111111111,0,8,1,8,9,0.8888888888888888,0,1,0,7
original_union,k0_8,HumanEval/109,0,4,0,1,1,1,0,0,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,9,9,1.0,1,0,0,1,1,1,1,0,0,0,1,8,9,0.8888888888888888,0,1,0,9,9,1.0,1,0,0,9,9,1.0,1,0,1,0
original_union,k0_8,HumanEval/112,0,3,0,1,1,1,0,0,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,9,9,1.0,1,0,0,1,1,0,1,1,1,0,1,8,9,0.8888888888888888,0,0,2,7,9,0.7777777777777778,0,0,1,8,9,0.8888888888888888,0,0,-1,1
original_union,k0_8,HumanEval/115,2,1,0,1,1,1,0,0,0,3,6,9,0.6666666666666666,0,3,3,6,9,0.6666666666666666,0,3,0,9,9,1.0,1,0,0,3,1,0,0,1,1,0,3,6,9,0.6666666666666666,0,3,2,7,9,0.7777777777777778,0,2,1,8,9,0.8888888888888888,0,1,1,1
original_union,k0_8,HumanEval/116,8,0,0,0,1,1,0,0,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,0,0,1,1,0,0,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,0
original_union,k0_8,HumanEval/118,0,2,0,1,1,1,0,0,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,9,9,1.0,1,0,0,1,1,1,1,0,0,0,1,8,9,0.8888888888888888,0,1,0,9,9,1.0,1,0,0,9,9,1.0,1,0,1,0
original_union,k0_8,HumanEval/120,3,0,0,1,0,0,2,1,0,5,4,9,0.4444444444444444,0,5,5,4,9,0.4444444444444444,0,5,2,7,9,0.7777777777777778,0,4,0,3,1,0,0,1,1,0,1,8,9,0.8888888888888888,0,1,2,7,9,0.7777777777777778,0,1,1,8,9,0.8888888888888888,0,1,-1,1
original_union,k0_8,HumanEval/121,8,4,0,0,1,1,0,0,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,0,0,1,1,0,0,0,4,5,9,0.5555555555555556,0,4,4,5,9,0.5555555555555556,0,4,0,9,9,1.0,1,0,0,4
original_union,k0_8,HumanEval/122,7,2,0,1,0,0,1,1,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,0,1,1,1,0,0,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,0
original_union,k0_8,HumanEval/124,8,1,0,0,1,1,0,0,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,9,9,1.0,1,0,0,1,0,1,1,0,0,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,0
original_union,k0_8,HumanEval/127,6,2,0,1,0,0,2,1,0,2,7,9,0.7777777777777778,0,7,4,5,9,0.5555555555555556,0,7,2,7,9,0.7777777777777778,0,7,-2,2,1,0,0,1,1,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,0
original_union,k0_8,HumanEval/128,8,3,0,0,1,1,0,0,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,0,0,1,1,0,0,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,0
original_union,k0_8,HumanEval/129,0,2,0,1,1,1,0,0,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,9,9,1.0,1,0,0,1,1,0,0,1,1,0,5,4,9,0.4444444444444444,0,1,5,4,9,0.4444444444444444,0,2,1,8,9,0.8888888888888888,0,1,0,4
original_union,k0_8,HumanEval/13,0,1,0,1,1,1,0,0,0,1,8,9,0.8888888888888888,0,1,1,8,9,0.8888888888888888,0,1,0,9,9,1.0,1,0,0,1,1,1,1,0,0,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,0
original_union,k0_8,HumanEval/132,0,4,0,1,0,0,1,1,0,8,1,9,0.1111111111111111,0,1,7,2,9,0.2222222222222222,0,1,1,8,9,0.8888888888888888,0,1,1,6,1,0,0,1,1,0,8,1,9,0.1111111111111111,0,8,8,1,9,0.1111111111111111,0,8,1,8,9,0.8888888888888888,0,1,0,7
original_union,k0_8,HumanEval/138,7,1,0,1,1,1,0,0,0,4,5,9,0.5555555555555556,0,8,4,5,9,0.5555555555555556,0,8,0,9,9,1.0,1,0,0,4,1,1,1,0,0,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,9,9,1.0,1,0,0,0
original_union,k0_8,HumanEval/140,5,4,0,1,0,0,2,1,0,6,3,9,0.3333333333333333,0,6,6,3,9,0.3333333333333333,0,6,2,7,9,0.7777777777777778,0,2,0,4,1,0,1,1,1,0,4,5,9,0.5555555555555556,0,6,2,7,9,0.7777777777777778,0,1,1,8,9,0.8888888888888888,0,0,2,1
