condition,protocol,task_id,z,k,truth,status,margin,score_met,score_not_met,score_path,trace_path
explicit_bare,immediate,HumanEval/25,0,0,1,ok,22.0,0.0,-22.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_25__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_25__k0.json
explicit_bare,immediate,HumanEval/25,0,1,0,ok,-9.250000243031536,-9.250096321105957,-9.60780744208023e-05,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_25__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_25__k1.json
explicit_bare,immediate,HumanEval/25,0,2,0,ok,-13.250000119210881,-13.250001907348633,-1.7881377516459906e-06,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_25__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_25__k2.json
explicit_bare,immediate,HumanEval/25,0,3,0,ok,-14.25000035762804,-14.250000953674316,-5.960462772236497e-07,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_25__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_25__k3.json
explicit_bare,immediate,HumanEval/25,0,4,0,ok,-15.49999976158145,-15.5,-2.3841855067985307e-07,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_25__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_25__k4.json
explicit_bare,immediate,HumanEval/25,0,5,0,ok,-14.749999642372188,-14.75,-3.576278118089249e-07,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_25__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_25__k5.json
explicit_bare,immediate,HumanEval/25,0,6,0,ok,-15.999999880790718,-16.0,-1.1920928244535389e-07,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_25__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_25__k6.json
explicit_bare,immediate,HumanEval/25,0,7,0,ok,-17.5,-17.5,0.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_25__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_25__k7.json
explicit_bare,immediate,HumanEval/25,0,8,0,ok,-21.25,-21.25,0.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_25__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_25__k8.json
explicit_bare,immediate,HumanEval/27,3,0,1,ok,27.0,0.0,-27.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_27__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_27__k0.json
explicit_bare,immediate,HumanEval/27,3,1,1,ok,15.749999880790718,-1.1920928244535389e-07,-15.75,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_27__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_27__k1.json
explicit_bare,immediate,HumanEval/27,3,2,1,ok,8.250000034138793,-0.00026127262390218675,-8.250261306762695,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_27__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_27__k2.json
explicit_bare,immediate,HumanEval/27,3,3,1,ok,8.749999893334461,-0.00015841660206206143,-8.750158309936523,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_27__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_27__k3.json
explicit_bare,immediate,HumanEval/27,3,4,0,ok,11.749999761612344,-7.867782187531702e-06,-11.750007629394531,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_27__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_27__k4.json
explicit_bare,immediate,HumanEval/27,3,5,0,ok,10.749999523393853,-2.1457441107486375e-05,-10.750020980834961,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_27__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_27__k5.json
explicit_bare,immediate,HumanEval/27,3,6,0,ok,10.000000358661055,-4.541770613286644e-05,-10.000045776367188,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_27__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_27__k6.json
explicit_bare,immediate,HumanEval/27,3,7,0,ok,7.250000132829882,-0.0007098776986822486,-7.2507100105285645,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_27__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_27__k7.json
explicit_bare,immediate,HumanEval/27,3,8,0,ok,-10.000000358661055,-10.000045776367188,-4.541770613286644e-05,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_27__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_27__k8.json
explicit_bare,immediate,HumanEval/28,8,0,1,ok,29.25,0.0,-29.25,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_28__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_28__k0.json
explicit_bare,immediate,HumanEval/28,8,1,1,ok,27.75,0.0,-27.75,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_28__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_28__k1.json
explicit_bare,immediate,HumanEval/28,8,2,1,ok,26.75,0.0,-26.75,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_28__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_28__k2.json
explicit_bare,immediate,HumanEval/28,8,3,1,ok,26.25,0.0,-26.25,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_28__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_28__k3.json
explicit_bare,immediate,HumanEval/28,8,4,1,ok,25.0,0.0,-25.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_28__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_28__k4.json
explicit_bare,immediate,HumanEval/28,8,5,1,ok,25.5,0.0,-25.5,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_28__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_28__k5.json
explicit_bare,immediate,HumanEval/28,8,6,1,ok,23.0,0.0,-23.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_28__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_28__k6.json
explicit_bare,immediate,HumanEval/28,8,7,1,ok,18.5,0.0,-18.5,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_28__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_28__k7.json
explicit_bare,immediate,HumanEval/28,8,8,1,ok,21.25,0.0,-21.25,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_28__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_28__k8.json
explicit_bare,immediate,HumanEval/33,0,0,1,ok,22.25,0.0,-22.25,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_33__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_33__k0.json
explicit_bare,immediate,HumanEval/33,0,1,0,ok,-6.999999819439836,-7.000911235809326,-0.0009114163694903255,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_33__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_33__k1.json
explicit_bare,immediate,HumanEval/33,0,2,0,ok,-11.5000003576788,-11.50001049041748,-1.0132738680113107e-05,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_33__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_33__k2.json
explicit_bare,immediate,HumanEval/33,0,3,0,ok,-12.250000000011369,-12.250004768371582,-4.768360213347478e-06,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_33__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_33__k3.json
explicit_bare,immediate,HumanEval/33,0,4,0,ok,-12.999999642374632,-13.000001907348633,-2.264974000354414e-06,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_33__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_33__k4.json
explicit_bare,immediate,HumanEval/33,0,5,0,ok,-11.5000003576788,-11.50001049041748,-1.0132738680113107e-05,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_33__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_33__k5.json
explicit_bare,immediate,HumanEval/33,0,6,0,ok,-12.999999642374632,-13.000001907348633,-2.264974000354414e-06,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_33__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_33__k6.json
explicit_bare,immediate,HumanEval/33,0,7,0,ok,-11.749999761612344,-11.750007629394531,-7.867782187531702e-06,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_33__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_33__k7.json
explicit_bare,immediate,HumanEval/33,0,8,0,ok,-19.0,-19.0,0.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_33__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_33__k8.json
explicit_bare,immediate,HumanEval/36,1,0,1,ok,24.75,0.0,-24.75,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_36__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_36__k0.json
explicit_bare,immediate,HumanEval/36,1,1,1,ok,19.0,0.0,-19.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_36__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_36__k1.json
explicit_bare,immediate,HumanEval/36,1,2,0,ok,17.25,0.0,-17.25,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_36__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_36__k2.json
explicit_bare,immediate,HumanEval/36,1,3,0,ok,17.0,0.0,-17.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_36__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_36__k3.json
explicit_bare,immediate,HumanEval/36,1,4,0,ok,17.25,0.0,-17.25,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_36__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_36__k4.json
explicit_bare,immediate,HumanEval/36,1,5,0,ok,17.5,0.0,-17.5,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_36__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_36__k5.json
explicit_bare,immediate,HumanEval/36,1,6,0,ok,15.999999880790718,-1.1920928244535389e-07,-16.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_36__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_36__k6.json
explicit_bare,immediate,HumanEval/36,1,7,0,ok,9.499999525964085,-7.486063259420916e-05,-9.50007438659668,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_36__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_36__k7.json
explicit_bare,immediate,HumanEval/36,1,8,0,ok,-4.999999948777258,-5.006715297698975,-0.006715348921716213,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_36__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_36__k8.json
explicit_bare,immediate,HumanEval/38,0,0,1,ok,15.999999880790718,-1.1920928244535389e-07,-16.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_38__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_38__k0.json
explicit_bare,immediate,HumanEval/38,0,1,0,ok,-13.250000119210881,-13.250001907348633,-1.7881377516459906e-06,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_38__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_38__k1.json
explicit_bare,immediate,HumanEval/38,0,2,0,ok,-14.25000035762804,-14.250000953674316,-5.960462772236497e-07,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_38__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_38__k2.json
explicit_bare,immediate,HumanEval/38,0,3,0,ok,-14.499999523162955,-14.5,-4.768370445162873e-07,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_38__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_38__k3.json
explicit_bare,immediate,HumanEval/38,0,4,0,ok,-15.49999976158145,-15.5,-2.3841855067985307e-07,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_38__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_38__k4.json
explicit_bare,immediate,HumanEval/38,0,5,0,ok,-14.499999523162955,-14.5,-4.768370445162873e-07,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_38__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_38__k5.json
explicit_bare,immediate,HumanEval/38,0,6,0,ok,-16.499999880790718,-16.5,-1.1920928244535389e-07,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_38__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_38__k6.json
explicit_bare,immediate,HumanEval/38,0,7,0,ok,-17.25,-17.25,0.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_38__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_38__k7.json
explicit_bare,immediate,HumanEval/38,0,8,0,ok,-21.5,-21.5,0.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_38__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_38__k8.json
explicit_bare,immediate,HumanEval/3,8,0,1,ok,30.0,0.0,-30.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_3__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_3__k0.json
explicit_bare,immediate,HumanEval/3,8,1,1,ok,23.75,0.0,-23.75,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_3__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_3__k1.json
explicit_bare,immediate,HumanEval/3,8,2,1,ok,22.5,0.0,-22.5,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_3__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_3__k2.json
explicit_bare,immediate,HumanEval/3,8,3,1,ok,23.0,0.0,-23.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_3__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_3__k3.json
explicit_bare,immediate,HumanEval/3,8,4,1,ok,23.75,0.0,-23.75,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_3__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_3__k4.json
explicit_bare,immediate,HumanEval/3,8,5,1,ok,24.75,0.0,-24.75,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_3__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_3__k5.json
explicit_bare,immediate,HumanEval/3,8,6,1,ok,24.25,0.0,-24.25,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_3__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_3__k6.json
explicit_bare,immediate,HumanEval/3,8,7,1,ok,20.75,0.0,-20.75,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_3__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_3__k7.json
explicit_bare,immediate,HumanEval/3,8,8,1,ok,18.5,0.0,-18.5,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_3__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_3__k8.json
explicit_bare,immediate,HumanEval/42,8,0,1,ok,28.25,0.0,-28.25,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_42__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_42__k0.json
explicit_bare,immediate,HumanEval/42,8,1,1,ok,16.499999880790718,-1.1920928244535389e-07,-16.5,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_42__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_42__k1.json
explicit_bare,immediate,HumanEval/42,8,2,1,ok,-0.9999999701976776,-1.31326162815094,-0.31326165795326233,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_42__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_42__k2.json
explicit_bare,immediate,HumanEval/42,8,3,1,ok,-5.250000011175871,-5.2552337646484375,-0.005233753472566605,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_42__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_42__k3.json
explicit_bare,immediate,HumanEval/42,8,4,1,ok,-2.9999999925494194,-3.0485873222351074,-0.04858732968568802,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_42__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_42__k4.json
explicit_bare,immediate,HumanEval/42,8,5,1,ok,0.0,-0.6931471824645996,-0.6931471824645996,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_42__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_42__k5.json
explicit_bare,immediate,HumanEval/42,8,6,1,ok,0.0,-0.6931471824645996,-0.6931471824645996,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_42__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_42__k6.json
explicit_bare,immediate,HumanEval/42,8,7,1,ok,-2.9999999925494194,-3.0485873222351074,-0.04858732968568802,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_42__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_42__k7.json
explicit_bare,immediate,HumanEval/42,8,8,1,ok,-6.000000086612999,-6.002475738525391,-0.0024756519123911858,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_42__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_42__k8.json
explicit_bare,immediate,HumanEval/43,8,0,1,ok,26.25,0.0,-26.25,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_43__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_43__k0.json
explicit_bare,immediate,HumanEval/43,8,1,1,ok,11.250000357712452,-1.2993727978027891e-05,-11.25001335144043,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_43__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_43__k1.json
explicit_bare,immediate,HumanEval/43,8,2,1,ok,4.7500000186264515,-0.008614521473646164,-4.758614540100098,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_43__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_43__k2.json
explicit_bare,immediate,HumanEval/43,8,3,1,ok,4.500000096857548,-0.011047743260860443,-4.511047840118408,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_43__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_43__k3.json
explicit_bare,immediate,HumanEval/43,8,4,1,ok,4.999999948777258,-0.006715348921716213,-5.006715297698975,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_43__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_43__k4.json
explicit_bare,immediate,HumanEval/43,8,5,1,ok,9.749999882489647,-5.829164365422912e-05,-9.7500581741333,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_43__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_43__k5.json
explicit_bare,immediate,HumanEval/43,8,6,1,ok,8.000000294676283,-0.00033539868309162557,-8.000335693359375,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_43__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_43__k6.json
explicit_bare,immediate,HumanEval/43,8,7,1,ok,4.7500000186264515,-0.008614521473646164,-4.758614540100098,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_43__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_43__k7.json
explicit_bare,immediate,HumanEval/43,8,8,1,ok,-11.999999523181941,-12.000005722045898,-6.198863957251888e-06,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_43__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_43__k8.json
explicit_bare,immediate,HumanEval/46,0,0,1,ok,25.0,0.0,-25.0,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_46__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_46__k0.json
explicit_bare,immediate,HumanEval/46,0,1,0,ok,8.000000294676283,-0.00033539868309162557,-8.000335693359375,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_46__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_46__k1.json
explicit_bare,immediate,HumanEval/46,0,2,0,ok,2.9999999925494194,-0.04858732968568802,-3.0485873222351074,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_46__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_46__k2.json
explicit_bare,immediate,HumanEval/46,0,3,0,ok,3.749999888241291,-0.023245446383953094,-3.773245334625244,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_46__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_46__k3.json
explicit_bare,immediate,HumanEval/46,0,4,0,ok,5.250000011175871,-0.005233753472566605,-5.2552337646484375,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_46__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_46__k4.json
explicit_bare,immediate,HumanEval/46,0,5,0,ok,4.250000044703484,-0.01416344940662384,-4.264163494110107,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_46__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_46__k5.json
explicit_bare,immediate,HumanEval/46,0,6,0,ok,1.7499999850988388,-0.1602240949869156,-1.9102240800857544,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_46__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_46__k6.json
explicit_bare,immediate,HumanEval/46,0,7,0,ok,-8.749999893334461,-8.750158309936523,-0.00015841660206206143,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_46__k7.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_46__k7.json
explicit_bare,immediate,HumanEval/46,0,8,0,ok,-11.749999761612344,-11.750007629394531,-7.867782187531702e-06,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_46__k8.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_46__k8.json
explicit_bare,immediate,HumanEval/48,8,0,1,ok,19.25,0.0,-19.25,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_48__k0.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_48__k0.json
explicit_bare,immediate,HumanEval/48,8,1,1,ok,-12.250000000011369,-12.250004768371582,-4.768360213347478e-06,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_48__k1.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_48__k1.json
explicit_bare,immediate,HumanEval/48,8,2,1,ok,-6.749999969732016,-6.7511701583862305,-0.0011701886542141438,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_48__k2.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_48__k2.json
explicit_bare,immediate,HumanEval/48,8,3,1,ok,-5.250000011175871,-5.2552337646484375,-0.005233753472566605,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_48__k3.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_48__k3.json
explicit_bare,immediate,HumanEval/48,8,4,1,ok,-7.500000152911525,-7.500553131103516,-0.0005529781919904053,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_48__k4.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_48__k4.json
explicit_bare,immediate,HumanEval/48,8,5,1,ok,-6.50000017543789,-6.501502513885498,-0.0015023384476080537,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_48__k5.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_48__k5.json
explicit_bare,immediate,HumanEval/48,8,6,1,ok,-10.749999523393853,-10.750020980834961,-2.1457441107486375e-05,inputs/artifacts/code_protocol_followup_v2/data/scored/I/main/explicit/HumanEval_48__k6.json,inputs/artifacts/code_protocol_followup_v2/traces/I/main/explicit/HumanEval_48__k6.json
